method,dataset,dtype,filt,ncells_fact,repl,FPR
zinbwaveedgeR,GSE74596null,full-length,TPM_1_25p,12,5,0.0961310698776155
zinbwaveedgeR,GSE74596null,full-length,TPM_1_25p,6,1,0.154106689246401
zinbwaveedgeR,GSE74596null,full-length,TPM_1_25p,6,2,0.136180157212662
zinbwaveedgeR,GSE74596null,full-length,TPM_1_25p,6,3,0.133168927250308
zinbwaveedgeR,GSE74596null,full-length,TPM_1_25p,6,4,0.130676758682102
zinbwaveedgeR,GSE74596null,full-length,TPM_1_25p,6,5,0.107759476086525
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,22,1,0.0693798449612403
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,12,1,0.0928090683669855
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,12,2,0.089155749636099
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,12,3,0.116733067729084
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,12,4,0.0853445260580623
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,12,5,0.0869909054962436
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,6,1,0.166194279824787
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,6,2,0.136329017517136
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,6,3,0.154686309372619
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,6,4,0.16652719665272
zinbwaveDESeq2,GSE74596null,full-length,TPM_1_25p,6,5,0.129857819905213
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,22,1,0.173777518020651
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,12,1,0.179800447973936
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,12,2,0.188400078911028
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,12,3,0.22099558410277
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,12,4,0.167929796569605
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,12,5,0.18495854717726
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,6,1,0.148407148407148
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,6,2,0.127226463104326
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,6,3,0.132330443651198
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,6,4,0.132678821879383
DESeq2LRT,GSE74596null,full-length,TPM_1_25p,6,5,0.110926365795724
logregLRT,GSE74596null,full-length,TPM_1_25p,22,1,0.0635106175725696
logregLRT,GSE74596null,full-length,TPM_1_25p,12,1,0.0625127265322745
logregLRT,GSE74596null,full-length,TPM_1_25p,12,2,0.0637206549615309
logregLRT,GSE74596null,full-length,TPM_1_25p,12,3,0.086109995985548
logregLRT,GSE74596null,full-length,TPM_1_25p,12,4,0.0634224172317511
logregLRT,GSE74596null,full-length,TPM_1_25p,12,5,0.0657323332017371
logregLRT,GSE74596null,full-length,TPM_1_25p,6,1,0.111981371718882
logregLRT,GSE74596null,full-length,TPM_1_25p,6,2,0.0862545145527937
logregLRT,GSE74596null,full-length,TPM_1_25p,6,3,0.0842581175503494
logregLRT,GSE74596null,full-length,TPM_1_25p,6,4,0.0812555654496883
logregLRT,GSE74596null,full-length,TPM_1_25p,6,5,0.0769994046437785
edgeRLRT,EMTAB2805null,full-length,,48,1,0.115975045562877
edgeRLRT,EMTAB2805null,full-length,,24,1,0.115548068455913
edgeRLRT,EMTAB2805null,full-length,,24,2,0.111914040331429
edgeRLRT,EMTAB2805null,full-length,,24,3,0.105234940451116
edgeRLRT,EMTAB2805null,full-length,,24,4,0.116105157659394
edgeRLRT,EMTAB2805null,full-length,,24,5,0.117847411444142
edgeRLRT,EMTAB2805null,full-length,,12,1,0.107392026578073
edgeRLRT,EMTAB2805null,full-length,,12,2,0.108377270064441
edgeRLRT,EMTAB2805null,full-length,,12,3,0.109683128265633
edgeRLRT,EMTAB2805null,full-length,,12,4,0.111740688275977
edgeRLRT,EMTAB2805null,full-length,,12,5,0.112263955177423
edgeRLRT,EMTAB2805null,full-length,,6,1,0.121466308276949
edgeRLRT,EMTAB2805null,full-length,,6,2,0.122626988199076
edgeRLRT,EMTAB2805null,full-length,,6,3,0.110704147971797
edgeRLRT,EMTAB2805null,full-length,,6,4,0.107801025356796
edgeRLRT,EMTAB2805null,full-length,,6,5,0.115080994752453
Wilcoxon,EMTAB2805null,full-length,,48,1,0.0356091406140474
Wilcoxon,EMTAB2805null,full-length,,24,1,0.0429572341973276
Wilcoxon,EMTAB2805null,full-length,,24,2,0.0434338466194998
Wilcoxon,EMTAB2805null,full-length,,24,3,0.0374909049132616
Wilcoxon,EMTAB2805null,full-length,,24,4,0.0378151260504202
Wilcoxon,EMTAB2805null,full-length,,24,5,0.0376551619739631
Wilcoxon,EMTAB2805null,full-length,,12,1,0.0339700996677741
Wilcoxon,EMTAB2805null,full-length,,12,2,0.0383714118336262
Wilcoxon,EMTAB2805null,full-length,,12,3,0.0386398112253497
Wilcoxon,EMTAB2805null,full-length,,12,4,0.0345804516290309
Wilcoxon,EMTAB2805null,full-length,,12,5,0.036480597634364
Wilcoxon,EMTAB2805null,full-length,,6,1,0.027249976828251
Wilcoxon,EMTAB2805null,full-length,,6,2,0.0274266523625169
Wilcoxon,EMTAB2805null,full-length,,6,3,0.025501327717242
Wilcoxon,EMTAB2805null,full-length,,6,4,0.0266038520160732
Wilcoxon,EMTAB2805null,full-length,,6,5,0.0398357289527721
edgeRQLF,EMTAB2805null,full-length,,48,1,0.251226692836114
edgeRQLF,EMTAB2805null,full-length,,24,1,0.238332248554692
edgeRQLF,EMTAB2805null,full-length,,24,2,0.227914191668874
edgeRQLF,EMTAB2805null,full-length,,24,3,0.221498870294489
edgeRQLF,EMTAB2805null,full-length,,24,4,0.231901935085961
edgeRQLF,EMTAB2805null,full-length,,24,5,0.235240690281562
edgeRQLF,EMTAB2805null,full-length,,12,1,0.191943521594684
edgeRQLF,EMTAB2805null,full-length,,12,2,0.199096158674366
edgeRQLF,EMTAB2805null,full-length,,12,3,0.199941007921793
edgeRQLF,EMTAB2805null,full-length,,12,4,0.205899508374302
edgeRQLF,EMTAB2805null,full-length,,12,5,0.205685826935049
edgeRQLF,EMTAB2805null,full-length,,6,1,0.180554268236166
edgeRQLF,EMTAB2805null,full-length,,6,2,0.175148094593964
edgeRQLF,EMTAB2805null,full-length,,6,3,0.16463693800934
edgeRQLF,EMTAB2805null,full-length,,6,4,0.171400859082721
edgeRQLF,EMTAB2805null,full-length,,6,5,0.170111795573808
BPSC,EMTAB2805null,full-length,,48,1,0.103994490358127
BPSC,EMTAB2805null,full-length,,24,1,0.10691140193168
BPSC,EMTAB2805null,full-length,,24,2,0.106059370412657
BPSC,EMTAB2805null,full-length,,24,3,0.101625162726242
BPSC,EMTAB2805null,full-length,,24,4,0.106525140609803
BPSC,EMTAB2805null,full-length,,24,5,0.110214052084627
BPSC,EMTAB2805null,full-length,,12,1,0.0923388209325853
BPSC,EMTAB2805null,full-length,,12,2,0.0971272229822161
BPSC,EMTAB2805null,full-length,,12,3,0.09384636627238
BPSC,EMTAB2805null,full-length,,12,4,0.0997660657767992
BPSC,EMTAB2805null,full-length,,12,5,0.0996237982443918
BPSC,EMTAB2805null,full-length,,6,1,0.0955053260587165
BPSC,EMTAB2805null,full-length,,6,2,0.0937982432792121
BPSC,EMTAB2805null,full-length,,6,3,0.0785628867051422
BPSC,EMTAB2805null,full-length,,6,4,0.0807564528494761
BPSC,EMTAB2805null,full-length,,6,5,0.0896383624334676
DESeq2,EMTAB2805null,full-length,,48,1,0.0514548566538297
DESeq2,EMTAB2805null,full-length,,24,1,0.0592468684353847
DESeq2,EMTAB2805null,full-length,,24,2,0.0571098710794689
DESeq2,EMTAB2805null,full-length,,24,3,0.053631067961165
DESeq2,EMTAB2805null,full-length,,24,4,0.0592378120353705
DESeq2,EMTAB2805null,full-length,,24,5,0.0633656509695291
DESeq2,EMTAB2805null,full-length,,12,1,0.058078141499472
DESeq2,EMTAB2805null,full-length,,12,2,0.0614837398373984
DESeq2,EMTAB2805null,full-length,,12,3,0.0600325426051212
DESeq2,EMTAB2805null,full-length,,12,4,0.0620200826934436
DESeq2,EMTAB2805null,full-length,,12,5,0.0605691227775209
DESeq2,EMTAB2805null,full-length,,6,1,0.0835719712465665
DESeq2,EMTAB2805null,full-length,,6,2,0.0842703278494496
DESeq2,EMTAB2805null,full-length,,6,3,0.0736224028906956
DESeq2,EMTAB2805null,full-length,,6,4,0.0706311100827211
DESeq2,EMTAB2805null,full-length,,6,5,0.0832592757165074
DESeq2nofilt,EMTAB2805null,full-length,,48,1,0.0697831978319783
DESeq2nofilt,EMTAB2805null,full-length,,24,1,0.0785030732124796
DESeq2nofilt,EMTAB2805null,full-length,,24,2,0.073927265730229
DESeq2nofilt,EMTAB2805null,full-length,,24,3,0.0689708737864078
DESeq2nofilt,EMTAB2805null,full-length,,24,4,0.0768839502308475
DESeq2nofilt,EMTAB2805null,full-length,,24,5,0.0840258541089566
DESeq2nofilt,EMTAB2805null,full-length,,12,1,0.0826610348468849
DESeq2nofilt,EMTAB2805null,full-length,,12,2,0.0874407181571816
DESeq2nofilt,EMTAB2805null,full-length,,12,3,0.0877365761753875
DESeq2nofilt,EMTAB2805null,full-length,,12,4,0.0926082187157202
DESeq2nofilt,EMTAB2805null,full-length,,12,5,0.0913790929343029
DESeq2nofilt,EMTAB2805null,full-length,,6,1,0.116886160191217
DESeq2nofilt,EMTAB2805null,full-length,,6,2,0.120639122624563
DESeq2nofilt,EMTAB2805null,full-length,,6,3,0.100506953164969
DESeq2nofilt,EMTAB2805null,full-length,,6,4,0.0964262264327924
DESeq2nofilt,EMTAB2805null,full-length,,6,5,0.105812771462896
edgeRLRTdeconv,EMTAB2805null,full-length,,48,1,0.113136127856442
edgeRLRTdeconv,EMTAB2805null,full-length,,24,1,0.111987442091964
edgeRLRTdeconv,EMTAB2805null,full-length,,24,2,0.108319776020582
edgeRLRTdeconv,EMTAB2805null,full-length,,24,3,0.10163520085781
edgeRLRTdeconv,EMTAB2805null,full-length,,24,4,0.114755994140776
edgeRLRTdeconv,EMTAB2805null,full-length,,24,5,0.114100817438692
edgeRLRTdeconv,EMTAB2805null,full-length,,12,1,0.106063122923588
edgeRLRTdeconv,EMTAB2805null,full-length,,12,2,0.106954556866683
edgeRLRTdeconv,EMTAB2805null,full-length,,12,3,0.1076184055284
edgeRLRTdeconv,EMTAB2805null,full-length,,12,4,0.110740771602366
edgeRLRTdeconv,EMTAB2805null,full-length,,12,5,0.109234280971156
edgeRLRTdeconv,EMTAB2805null,full-length,,6,1,0.120307720826768
edgeRLRTdeconv,EMTAB2805null,full-length,,6,2,0.122533700265871
edgeRLRTdeconv,EMTAB2805null,full-length,,6,3,0.110154747733724
edgeRLRTdeconv,EMTAB2805null,full-length,,6,4,0.110018013024803
edgeRLRTdeconv,EMTAB2805null,full-length,,6,5,0.116176135067305
MASTcpm,EMTAB2805null,full-length,,48,1,0.0386583485209589
MASTcpm,EMTAB2805null,full-length,,24,1,0.0431103794172824
MASTcpm,EMTAB2805null,full-length,,24,2,0.0459687488176762
MASTcpm,EMTAB2805null,full-length,,24,3,0.0387546432811243
MASTcpm,EMTAB2805null,full-length,,24,4,0.0376223884049032
MASTcpm,EMTAB2805null,full-length,,24,5,0.0372767181350288
MASTcpm,EMTAB2805null,full-length,,12,1,0.0363787375415282
MASTcpm,EMTAB2805null,full-length,,12,2,0.0393338354674031
MASTcpm,EMTAB2805null,full-length,,12,3,0.0385976740266307
MASTcpm,EMTAB2805null,full-length,,12,4,0.0338721773185568
MASTcpm,EMTAB2805null,full-length,,12,5,0.0354845403610708
MASTcpm,EMTAB2805null,full-length,,6,1,0.0392065993141162
MASTcpm,EMTAB2805null,full-length,,6,2,0.041326554410187
MASTcpm,EMTAB2805null,full-length,,6,3,0.0397399505539786
MASTcpm,EMTAB2805null,full-length,,6,4,0.0359798623620156
MASTcpm,EMTAB2805null,full-length,,6,5,0.0441706593657312
MASTcpmDetRate,EMTAB2805null,full-length,,48,1,0.0428641525304921
MASTcpmDetRate,EMTAB2805null,full-length,,24,1,0.0483173168957464
MASTcpmDetRate,EMTAB2805null,full-length,,24,2,0.0520222466043661
MASTcpmDetRate,EMTAB2805null,full-length,,24,3,0.0449584498142688
MASTcpmDetRate,EMTAB2805null,full-length,,24,4,0.0444067535270989
MASTcpmDetRate,EMTAB2805null,full-length,,24,5,0.0440887072358462
MASTcpmDetRate,EMTAB2805null,full-length,,12,1,0.0493355481727575
MASTcpmDetRate,EMTAB2805null,full-length,,12,2,0.042890618461796
MASTcpmDetRate,EMTAB2805null,full-length,,12,3,0.0423900219113433
MASTcpmDetRate,EMTAB2805null,full-length,,12,4,0.0463711357386884
MASTcpmDetRate,EMTAB2805null,full-length,,12,5,0.0482672753683337
MASTcpmDetRate,EMTAB2805null,full-length,,6,1,0.0450458800630272
MASTcpmDetRate,EMTAB2805null,full-length,,6,2,0.0451047157050236
MASTcpmDetRate,EMTAB2805null,full-length,,6,3,0.0375881329548576
MASTcpmDetRate,EMTAB2805null,full-length,,6,4,0.0422613274213662
MASTcpmDetRate,EMTAB2805null,full-length,,6,5,0.0381930184804928
MASTtpm,EMTAB2805null,full-length,,48,1,0.0370461236506379
MASTtpm,EMTAB2805null,full-length,,24,1,0.0428040889773728
MASTtpm,EMTAB2805null,full-length,,24,2,0.0447958836215051
MASTtpm,EMTAB2805null,full-length,,24,3,0.0393673649140275
MASTtpm,EMTAB2805null,full-length,,24,4,0.0365045100609051
MASTtpm,EMTAB2805null,full-length,,24,5,0.0359143203148653
MASTtpm,EMTAB2805null,full-length,,12,1,0.0373338870431894
MASTtpm,EMTAB2805null,full-length,,12,2,0.037157921164951
MASTtpm,EMTAB2805null,full-length,,12,3,0.037544244058655
MASTtpm,EMTAB2805null,full-length,,12,4,0.0329555870344138
MASTtpm,EMTAB2805null,full-length,,12,5,0.038389707408176
MASTtpm,EMTAB2805null,full-length,,6,1,0.0396236907961813
MASTtpm,EMTAB2805null,full-length,,6,2,0.0397873035122907
MASTtpm,EMTAB2805null,full-length,,6,3,0.0401062173793609
MASTtpm,EMTAB2805null,full-length,,6,4,0.0374116668976029
MASTtpm,EMTAB2805null,full-length,,6,5,0.0427104722792608
MASTtpmDetRate,EMTAB2805null,full-length,,48,1,0.0406561054254872
MASTtpmDetRate,EMTAB2805null,full-length,,24,1,0.0476664497109384
MASTtpmDetRate,EMTAB2805null,full-length,,24,2,0.0524005902160342
MASTtpmDetRate,EMTAB2805null,full-length,,24,3,0.045149925324551
MASTtpmDetRate,EMTAB2805null,full-length,,24,4,0.0432888751831008
MASTtpmDetRate,EMTAB2805null,full-length,,24,5,0.0437481077808053
MASTtpmDetRate,EMTAB2805null,full-length,,12,1,0.0497923588039867
MASTtpmDetRate,EMTAB2805null,full-length,,12,2,0.0411749937233241
MASTtpmDetRate,EMTAB2805null,full-length,,12,3,0.0427692566998146
MASTtpmDetRate,EMTAB2805null,full-length,,12,4,0.0464961253228898
MASTtpmDetRate,EMTAB2805null,full-length,,12,5,0.049097323096078
MASTtpmDetRate,EMTAB2805null,full-length,,6,1,0.0452312540550561
MASTtpmDetRate,EMTAB2805null,full-length,,6,2,0.044824851905406
MASTtpmDetRate,EMTAB2805null,full-length,,6,3,0.0371302994231298
MASTtpmDetRate,EMTAB2805null,full-length,,6,4,0.0441550043877881
MASTtpmDetRate,EMTAB2805null,full-length,,6,5,0.0393794204882501
SCDE,EMTAB2805null,full-length,,48,1,0.0116010093929623
SCDE,EMTAB2805null,full-length,,24,1,0.0135916382709905
SCDE,EMTAB2805null,full-length,,24,2,0.0129771858802164
SCDE,EMTAB2805null,full-length,,24,3,0.0120246620457244
SCDE,EMTAB2805null,full-length,,24,4,0.012836327191427
SCDE,EMTAB2805null,full-length,,24,5,0.0114668483197094
SCDE,EMTAB2805null,full-length,,12,1,0.0105897009966777
SCDE,EMTAB2805null,full-length,,12,2,0.0112143275587915
SCDE,EMTAB2805null,full-length,,12,3,0.0117984156413282
SCDE,EMTAB2805null,full-length,,12,4,0.00979085076243646
SCDE,EMTAB2805null,full-length,,12,5,0.00942104170989832
SCDE,EMTAB2805null,full-length,,6,1,0.0132542404300677
SCDE,EMTAB2805null,full-length,,6,2,0.0091422174541723
SCDE,EMTAB2805null,full-length,,6,3,0.0080578701584104
SCDE,EMTAB2805null,full-length,,6,4,0.00937601034594245
SCDE,EMTAB2805null,full-length,,6,5,0.00912616929044034
edgeRLRTrobust,EMTAB2805null,full-length,,48,1,0.0957170895836254
edgeRLRTrobust,EMTAB2805null,full-length,,24,1,0.108465102033003
edgeRLRTrobust,EMTAB2805null,full-length,,24,2,0.104233665014566
edgeRLRTrobust,EMTAB2805null,full-length,,24,3,0.103052119633899
edgeRLRTrobust,EMTAB2805null,full-length,,24,4,0.104502351399275
edgeRLRTrobust,EMTAB2805null,full-length,,24,5,0.0986224644262791
edgeRLRTrobust,EMTAB2805null,full-length,,12,1,0.0956810631229236
edgeRLRTrobust,EMTAB2805null,full-length,,12,2,0.10097079253494
edgeRLRTrobust,EMTAB2805null,full-length,,12,3,0.103404685656498
edgeRLRTrobust,EMTAB2805null,full-length,,12,4,0.100491625697859
edgeRLRTrobust,EMTAB2805null,full-length,,12,5,0.101597841875908
edgeRLRTrobust,EMTAB2805null,full-length,,6,1,0.108860876818982
edgeRLRTrobust,EMTAB2805null,full-length,,6,2,0.108400578385186
edgeRLRTrobust,EMTAB2805null,full-length,,6,3,0.100677593626957
edgeRLRTrobust,EMTAB2805null,full-length,,6,4,0.0956999676689298
edgeRLRTrobust,EMTAB2805null,full-length,,6,5,0.106548026465891
voomlimma,EMTAB2805null,full-length,,48,1,0.068098976587691
voomlimma,EMTAB2805null,full-length,,24,1,0.0658524445805735
voomlimma,EMTAB2805null,full-length,,24,2,0.0732473232189474
voomlimma,EMTAB2805null,full-length,,24,3,0.0605828514532991
voomlimma,EMTAB2805null,full-length,,24,4,0.0761699175082877
voomlimma,EMTAB2805null,full-length,,24,5,0.0570693309112928
voomlimma,EMTAB2805null,full-length,,12,1,0.0606312292358804
voomlimma,EMTAB2805null,full-length,,12,2,0.120805088291907
voomlimma,EMTAB2805null,full-length,,12,3,0.0688521827068937
voomlimma,EMTAB2805null,full-length,,12,4,0.0655362053162236
voomlimma,EMTAB2805null,full-length,,12,5,0.0625025938991492
voomlimma,EMTAB2805null,full-length,,6,1,0.0621929743257021
voomlimma,EMTAB2805null,full-length,,6,2,0.0514016511964177
voomlimma,EMTAB2805null,full-length,,6,3,0.0680798461679333
voomlimma,EMTAB2805null,full-length,,6,4,0.0550551937554847
voomlimma,EMTAB2805null,full-length,,6,5,0.0616472735569245
SeuratBimod,EMTAB2805null,full-length,,48,1,0.753846153846154
SeuratBimod,EMTAB2805null,full-length,,24,1,0.532871972318339
SeuratBimod,EMTAB2805null,full-length,,24,2,0.51409978308026
SeuratBimod,EMTAB2805null,full-length,,24,3,0.5546875
SeuratBimod,EMTAB2805null,full-length,,24,4,0.556179775280899
SeuratBimod,EMTAB2805null,full-length,,24,5,0.551612903225806
SeuratBimod,EMTAB2805null,full-length,,12,1,0.418330308529946
SeuratBimod,EMTAB2805null,full-length,,12,2,0.393809114359415
SeuratBimod,EMTAB2805null,full-length,,12,3,0.411184210526316
SeuratBimod,EMTAB2805null,full-length,,12,4,0.420539730134933
SeuratBimod,EMTAB2805null,full-length,,12,5,0.427592116538132
SeuratBimod,EMTAB2805null,full-length,,6,1,0.367281475541299
SeuratBimod,EMTAB2805null,full-length,,6,2,0.377140581441657
SeuratBimod,EMTAB2805null,full-length,,6,3,0.350868486352357
SeuratBimod,EMTAB2805null,full-length,,6,4,0.333762333762334
SeuratBimod,EMTAB2805null,full-length,,6,5,0.347472924187726
SeuratBimodnofilt,EMTAB2805null,full-length,,48,1,0.229076125052573
SeuratBimodnofilt,EMTAB2805null,full-length,,24,1,0.217159921895938
SeuratBimodnofilt,EMTAB2805null,full-length,,24,2,0.21122923839431
SeuratBimodnofilt,EMTAB2805null,full-length,,24,3,0.21265270171945
SeuratBimodnofilt,EMTAB2805null,full-length,,24,4,0.213090740883509
SeuratBimodnofilt,EMTAB2805null,full-length,,24,5,0.216924008477142
SeuratBimodnofilt,EMTAB2805null,full-length,,12,1,0.186835548172757
SeuratBimodnofilt,EMTAB2805null,full-length,,12,2,0.192401037743744
SeuratBimodnofilt,EMTAB2805null,full-length,,12,3,0.192735546940839
SeuratBimodnofilt,EMTAB2805null,full-length,,12,4,0.193525539538372
SeuratBimodnofilt,EMTAB2805null,full-length,,12,5,0.190620460676489
SeuratBimodnofilt,EMTAB2805null,full-length,,6,1,0.171888034108815
SeuratBimodnofilt,EMTAB2805null,full-length,,6,2,0.180698726619712
SeuratBimodnofilt,EMTAB2805null,full-length,,6,3,0.161615236699936
SeuratBimodnofilt,EMTAB2805null,full-length,,6,4,0.159576924853356
SeuratBimodnofilt,EMTAB2805null,full-length,,6,5,0.172119552817705
SeuratBimodIsExpr2,EMTAB2805null,full-length,,48,1,0.454545454545455
SeuratBimodIsExpr2,EMTAB2805null,full-length,,24,1,0.196428571428571
SeuratBimodIsExpr2,EMTAB2805null,full-length,,24,2,0.3
SeuratBimodIsExpr2,EMTAB2805null,full-length,,24,3,0.12
SeuratBimodIsExpr2,EMTAB2805null,full-length,,24,4,0.181818181818182
SeuratBimodIsExpr2,EMTAB2805null,full-length,,24,5,0.297872340425532
SeuratBimodIsExpr2,EMTAB2805null,full-length,,12,1,0.0363636363636364
SeuratBimodIsExpr2,EMTAB2805null,full-length,,12,2,0.15
SeuratBimodIsExpr2,EMTAB2805null,full-length,,12,3,0.116279069767442
SeuratBimodIsExpr2,EMTAB2805null,full-length,,12,4,0.222222222222222
SeuratBimodIsExpr2,EMTAB2805null,full-length,,12,5,0.181818181818182
SeuratBimodIsExpr2,EMTAB2805null,full-length,,6,1,0.109090909090909
SeuratBimodIsExpr2,EMTAB2805null,full-length,,6,2,0.121212121212121
SeuratBimodIsExpr2,EMTAB2805null,full-length,,6,3,0.0632911392405063
SeuratBimodIsExpr2,EMTAB2805null,full-length,,6,4,0.127272727272727
SeuratBimodIsExpr2,EMTAB2805null,full-length,,6,5,0.210084033613445
SeuratTobit,EMTAB2805null,full-length,,48,1,0.0432541461228149
SeuratTobit,EMTAB2805null,full-length,,24,1,0.0463274260641632
SeuratTobit,EMTAB2805null,full-length,,24,2,0.0461469028545639
SeuratTobit,EMTAB2805null,full-length,,24,3,0.0424929178470255
SeuratTobit,EMTAB2805null,full-length,,24,4,0.044735344336938
SeuratTobit,EMTAB2805null,full-length,,24,5,0.043734755232855
SeuratTobit,EMTAB2805null,full-length,,12,1,0.0411049590755898
SeuratTobit,EMTAB2805null,full-length,,12,2,0.0486810551558753
SeuratTobit,EMTAB2805null,full-length,,12,3,0.0399561456937508
SeuratTobit,EMTAB2805null,full-length,,12,4,0.0445618881748844
SeuratTobit,EMTAB2805null,full-length,,12,5,0.0465074085273662
SeuratTobit,EMTAB2805null,full-length,,6,1,0.0479437900392643
SeuratTobit,EMTAB2805null,full-length,,6,2,0.0442231353158298
SeuratTobit,EMTAB2805null,full-length,,6,3,0.0469123982766874
SeuratTobit,EMTAB2805null,full-length,,6,4,0.0419211549139367
SeuratTobit,EMTAB2805null,full-length,,6,5,0.0574547935858069
DESeq2census,EMTAB2805null,full-length,,48,1,0.0176041666666667
DESeq2census,EMTAB2805null,full-length,,24,1,0.0181059314561166
DESeq2census,EMTAB2805null,full-length,,24,2,0.0205531295487627
DESeq2census,EMTAB2805null,full-length,,24,3,0.0163270100428731
DESeq2census,EMTAB2805null,full-length,,24,4,0.0175242575713026
DESeq2census,EMTAB2805null,full-length,,24,5,0.02262044653349
DESeq2census,EMTAB2805null,full-length,,12,1,0.0141137123745819
DESeq2census,EMTAB2805null,full-length,,12,2,0.0166366005211465
DESeq2census,EMTAB2805null,full-length,,12,3,0.013866341991342
DESeq2census,EMTAB2805null,full-length,,12,4,0.0193638541389406
DESeq2census,EMTAB2805null,full-length,,12,5,0.017300804217071
DESeq2census,EMTAB2805null,full-length,,6,1,0.0148382004735596
DESeq2census,EMTAB2805null,full-length,,6,2,0.0129292929292929
DESeq2census,EMTAB2805null,full-length,,6,3,0.0131339504707651
