method,dataset,dtype,filt,ncells_fact,repl,FPR
DESeq2,10XMonoCytoTnull,UMI,,12,4,0.000226193168966297
DESeq2,10XMonoCytoTnull,UMI,,12,5,0.00367900666819959
DESeq2nofilt,10XMonoCytoTnull,UMI,,120,1,0.00122824974411464
DESeq2nofilt,10XMonoCytoTnull,UMI,,48,1,0.000644911647104347
DESeq2nofilt,10XMonoCytoTnull,UMI,,48,2,0.00129971406290616
DESeq2nofilt,10XMonoCytoTnull,UMI,,48,3,0.00065402223675605
DESeq2nofilt,10XMonoCytoTnull,UMI,,48,4,0.000650618087182824
DESeq2nofilt,10XMonoCytoTnull,UMI,,48,5,0.00168634064080944
DESeq2nofilt,10XMonoCytoTnull,UMI,,24,1,0.000498504486540379
DESeq2nofilt,10XMonoCytoTnull,UMI,,24,2,0.00213815789473684
DESeq2nofilt,10XMonoCytoTnull,UMI,,24,3,0.000964630225080386
DESeq2nofilt,10XMonoCytoTnull,UMI,,24,4,0.00151847477644677
DESeq2nofilt,10XMonoCytoTnull,UMI,,24,5,0.00210424085464552
DESeq2nofilt,10XMonoCytoTnull,UMI,,12,1,0.00207708285252712
DESeq2nofilt,10XMonoCytoTnull,UMI,,12,2,0.0013531799729364
DESeq2nofilt,10XMonoCytoTnull,UMI,,12,3,0.000698324022346369
DESeq2nofilt,10XMonoCytoTnull,UMI,,12,4,0.000226193168966297
DESeq2nofilt,10XMonoCytoTnull,UMI,,12,5,0.00367900666819959
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,48,3,0.0528449967298888
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,24,1,0.0496842804918578
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,24,2,0.0417763157894737
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,24,3,0.0409967845659164
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,24,4,0.0467352792306394
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,24,5,0.0526060213661379
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,12,1,0.0330025386568198
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,12,2,0.0317997293640054
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,12,3,0.0314245810055866
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,12,4,0.0346075548518435
edgeRLRTdeconv,10XMonoCytoTnull,UMI,,12,5,0.0420786387675328
MASTcpm,10XMonoCytoTnull,UMI,,120,1,0.0253838280450358
MASTcpm,10XMonoCytoTnull,UMI,,48,1,0.0187024377660261
MASTcpm,10XMonoCytoTnull,UMI,,48,2,0.0178060826618144
MASTcpm,10XMonoCytoTnull,UMI,,48,3,0.021190320470896
MASTcpm,10XMonoCytoTnull,UMI,,48,4,0.0249837345478204
MASTcpm,10XMonoCytoTnull,UMI,,48,5,0.0227007393955117
MASTcpm,10XMonoCytoTnull,UMI,,24,1,0.0164506480558325
MASTcpm,10XMonoCytoTnull,UMI,,24,2,0.0177631578947368
MASTcpm,10XMonoCytoTnull,UMI,,24,3,0.0173633440514469
MASTcpm,10XMonoCytoTnull,UMI,,24,4,0.019740172093808
MASTcpm,10XMonoCytoTnull,UMI,,24,5,0.0139203625768857
MASTcpm,10XMonoCytoTnull,UMI,,12,1,0.0115393491807062
MASTcpm,10XMonoCytoTnull,UMI,,12,2,0.0119530897609382
MASTcpm,10XMonoCytoTnull,UMI,,12,3,0.0118715083798883
MASTcpm,10XMonoCytoTnull,UMI,,12,4,0.0115358516172812
MASTcpm,10XMonoCytoTnull,UMI,,12,5,0.0121867095884111
MASTcpmDetRate,10XMonoCytoTnull,UMI,,120,1,0.0276356192425793
MASTcpmDetRate,10XMonoCytoTnull,UMI,,48,1,0.0217980136721269
MASTcpmDetRate,10XMonoCytoTnull,UMI,,48,2,0.023004938913439
MASTcpmDetRate,10XMonoCytoTnull,UMI,,48,3,0.026814911706998
MASTcpmDetRate,10XMonoCytoTnull,UMI,,48,4,0.0284970722186077
MASTcpmDetRate,10XMonoCytoTnull,UMI,,48,5,0.0250356725904787
MASTcpmDetRate,10XMonoCytoTnull,UMI,,24,1,0.0214356929212363
MASTcpmDetRate,10XMonoCytoTnull,UMI,,24,2,0.0246710526315789
MASTcpmDetRate,10XMonoCytoTnull,UMI,,24,3,0.0236334405144695
MASTcpmDetRate,10XMonoCytoTnull,UMI,,24,4,0.0285135819132782
MASTcpmDetRate,10XMonoCytoTnull,UMI,,24,5,0.0179669796050502
MASTcpmDetRate,10XMonoCytoTnull,UMI,,12,1,0.0219247634433418
MASTcpmDetRate,10XMonoCytoTnull,UMI,,12,2,0.0196211096075778
MASTcpmDetRate,10XMonoCytoTnull,UMI,,12,3,0.0221135940409683
MASTcpmDetRate,10XMonoCytoTnull,UMI,,12,4,0.0232978964035286
MASTcpmDetRate,10XMonoCytoTnull,UMI,,12,5,0.0227638537594849
MASTtpm,10XMonoCytoTnull,UMI,,120,1,0.0220061412487206
MASTtpm,10XMonoCytoTnull,UMI,,48,1,0.0159938088481878
MASTtpm,10XMonoCytoTnull,UMI,,48,2,0.0163763971926176
MASTtpm,10XMonoCytoTnull,UMI,,48,3,0.018051013734467
MASTtpm,10XMonoCytoTnull,UMI,,48,4,0.0223812621990891
MASTtpm,10XMonoCytoTnull,UMI,,48,5,0.0193280581138929
MASTtpm,10XMonoCytoTnull,UMI,,24,1,0.0149551345962114
MASTtpm,10XMonoCytoTnull,UMI,,24,2,0.0159539473684211
MASTtpm,10XMonoCytoTnull,UMI,,24,3,0.014951768488746
MASTtpm,10XMonoCytoTnull,UMI,,24,4,0.0168719419605197
MASTtpm,10XMonoCytoTnull,UMI,,24,5,0.0127873098089997
MASTtpm,10XMonoCytoTnull,UMI,,12,1,0.00992384029540734
MASTtpm,10XMonoCytoTnull,UMI,,12,2,0.0099233198015336
MASTtpm,10XMonoCytoTnull,UMI,,12,3,0.0114059590316574
MASTtpm,10XMonoCytoTnull,UMI,,12,4,0.00972630626555078
MASTtpm,10XMonoCytoTnull,UMI,,12,5,0.0108070820878363
MASTtpmDetRate,10XMonoCytoTnull,UMI,,120,1,0.0238485158648925
MASTtpmDetRate,10XMonoCytoTnull,UMI,,48,1,0.0175415968012382
MASTtpmDetRate,10XMonoCytoTnull,UMI,,48,2,0.0209253964127892
MASTtpmDetRate,10XMonoCytoTnull,UMI,,48,3,0.0224983649444081
MASTtpmDetRate,10XMonoCytoTnull,UMI,,48,4,0.0252439817826936
MASTtpmDetRate,10XMonoCytoTnull,UMI,,48,5,0.0225710208846802
MASTtpmDetRate,10XMonoCytoTnull,UMI,,24,1,0.0199401794616152
MASTtpmDetRate,10XMonoCytoTnull,UMI,,24,2,0.0235197368421053
MASTtpmDetRate,10XMonoCytoTnull,UMI,,24,3,0.0205787781350482
MASTtpmDetRate,10XMonoCytoTnull,UMI,,24,4,0.0244643158427535
MASTtpmDetRate,10XMonoCytoTnull,UMI,,24,5,0.0160246034315312
MASTtpmDetRate,10XMonoCytoTnull,UMI,,12,1,0.0196168936072006
MASTtpmDetRate,10XMonoCytoTnull,UMI,,12,2,0.0182679296346414
MASTtpmDetRate,10XMonoCytoTnull,UMI,,12,3,0.0202513966480447
MASTtpmDetRate,10XMonoCytoTnull,UMI,,12,4,0.0217145442207645
MASTtpmDetRate,10XMonoCytoTnull,UMI,,12,5,0.0197746608415728
SCDE,10XMonoCytoTnull,UMI,,120,1,0.0200614124872057
SCDE,10XMonoCytoTnull,UMI,,48,1,0.0242486779311234
SCDE,10XMonoCytoTnull,UMI,,48,2,0.0228749675071484
SCDE,10XMonoCytoTnull,UMI,,48,3,0.0247220405493787
SCDE,10XMonoCytoTnull,UMI,,48,4,0.0189980481457385
SCDE,10XMonoCytoTnull,UMI,,48,5,0.0180308730055779
SCDE,10XMonoCytoTnull,UMI,,24,1,0.0201063476237953
SCDE,10XMonoCytoTnull,UMI,,24,2,0.0175986842105263
SCDE,10XMonoCytoTnull,UMI,,24,3,0.0173633440514469
SCDE,10XMonoCytoTnull,UMI,,24,4,0.0167032225409145
SCDE,10XMonoCytoTnull,UMI,,24,5,0.020718679184202
SCDE,10XMonoCytoTnull,UMI,,12,1,0.0133856450496192
SCDE,10XMonoCytoTnull,UMI,,12,2,0.0144339197113216
SCDE,10XMonoCytoTnull,UMI,,12,3,0.0121042830540037
SCDE,10XMonoCytoTnull,UMI,,12,4,0.016738294503506
SCDE,10XMonoCytoTnull,UMI,,12,5,0.00942745458726144
edgeRLRTrobust,10XMonoCytoTnull,UMI,,120,1,0.0199590583418628
edgeRLRTrobust,10XMonoCytoTnull,UMI,,48,1,0.02076615503676
edgeRLRTrobust,10XMonoCytoTnull,UMI,,48,2,0.0201455679750455
edgeRLRTrobust,10XMonoCytoTnull,UMI,,48,3,0.02053629823414
edgeRLRTrobust,10XMonoCytoTnull,UMI,,48,4,0.0213402732595966
edgeRLRTrobust,10XMonoCytoTnull,UMI,,48,5,0.0236087689713322
edgeRLRTrobust,10XMonoCytoTnull,UMI,,24,1,0.0274177467597208
edgeRLRTrobust,10XMonoCytoTnull,UMI,,24,2,0.0292763157894737
edgeRLRTrobust,10XMonoCytoTnull,UMI,,24,3,0.0245980707395498
edgeRLRTrobust,10XMonoCytoTnull,UMI,,24,4,0.027501265395647
edgeRLRTrobust,10XMonoCytoTnull,UMI,,24,5,0.0288119132405309
edgeRLRTrobust,10XMonoCytoTnull,UMI,,12,1,0.0290791599353796
edgeRLRTrobust,10XMonoCytoTnull,UMI,,12,2,0.0286423094271538
edgeRLRTrobust,10XMonoCytoTnull,UMI,,12,3,0.0279329608938547
edgeRLRTrobust,10XMonoCytoTnull,UMI,,12,4,0.0285003392897534
edgeRLRTrobust,10XMonoCytoTnull,UMI,,12,5,0.0361002529317084
voomlimma,10XMonoCytoTnull,UMI,,120,1,0.0839303991811668
voomlimma,10XMonoCytoTnull,UMI,,48,1,0.107958209725268
voomlimma,10XMonoCytoTnull,UMI,,48,2,0.0609565895502989
voomlimma,10XMonoCytoTnull,UMI,,48,3,0.0756049705689993
voomlimma,10XMonoCytoTnull,UMI,,48,4,0.311906310995446
voomlimma,10XMonoCytoTnull,UMI,,48,5,0.0555195226358801
voomlimma,10XMonoCytoTnull,UMI,,24,1,0.154204054503157
voomlimma,10XMonoCytoTnull,UMI,,24,2,0.0623355263157895
voomlimma,10XMonoCytoTnull,UMI,,24,3,0.0647909967845659
voomlimma,10XMonoCytoTnull,UMI,,24,4,0.0661380124852371
voomlimma,10XMonoCytoTnull,UMI,,24,5,0.0650696018128844
voomlimma,10XMonoCytoTnull,UMI,,12,1,0.0602354027232864
voomlimma,10XMonoCytoTnull,UMI,,12,2,0.0491655390166892
voomlimma,10XMonoCytoTnull,UMI,,12,3,0.258612662942272
voomlimma,10XMonoCytoTnull,UMI,,12,4,0.052476815200181
voomlimma,10XMonoCytoTnull,UMI,,12,5,0.0873764083697402
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,120,1,0.0676630156617873
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,48,1,0.0446336429308566
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,48,2,0.0493891343904341
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,48,3,0.0524525833878352
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,48,4,0.0536109303838647
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,48,5,0.0517644006227296
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,24,1,0.0463686222369952
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,24,2,0.0363486842105263
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,24,3,0.0360128617363344
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,24,4,0.0440580688723835
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,24,5,0.0417610877306572
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,12,1,0.0348488345257328
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,12,2,0.0254848894903022
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,12,3,0.0388733705772812
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,12,4,0.0266907939380231
SeuratBimodnofilt,10XMonoCytoTnull,UMI,,12,5,0.0429983904345827
monocle,10XMonoCytoTnull,UMI,,120,1,0.512589559877175
monocle,10XMonoCytoTnull,UMI,,48,1,0.401135044498904
monocle,10XMonoCytoTnull,UMI,,48,2,0.383285677151027
monocle,10XMonoCytoTnull,UMI,,48,3,0.376978417266187
monocle,10XMonoCytoTnull,UMI,,48,4,0.395575797007157
monocle,10XMonoCytoTnull,UMI,,48,5,0.386042288234531
monocle,10XMonoCytoTnull,UMI,,24,1,0.285643070787637
monocle,10XMonoCytoTnull,UMI,,24,2,0.298026315789474
monocle,10XMonoCytoTnull,UMI,,24,3,0.287620578778135
monocle,10XMonoCytoTnull,UMI,,24,4,0.274506495697655
monocle,10XMonoCytoTnull,UMI,,24,5,0.300744577533182
monocle,10XMonoCytoTnull,UMI,,12,1,0.156242787906762
monocle,10XMonoCytoTnull,UMI,,12,2,0.190347316193054
monocle,10XMonoCytoTnull,UMI,,12,3,0.182262569832402
monocle,10XMonoCytoTnull,UMI,,12,4,0.194526125311016
monocle,10XMonoCytoTnull,UMI,,12,5,0.183490457576454
D3E,10XMonoCytoTnull,UMI,,120,1,0.00194632247490268
D3E,10XMonoCytoTnull,UMI,,48,1,0.00233160621761658
D3E,10XMonoCytoTnull,UMI,,48,2,0.00339958158995816
D3E,10XMonoCytoTnull,UMI,,48,3,0.00210470928702973
D3E,10XMonoCytoTnull,UMI,,48,4,0.00405706059416307
D3E,10XMonoCytoTnull,UMI,,48,5,0.003125
D3E,10XMonoCytoTnull,UMI,,24,1,0.00304054054054054
D3E,10XMonoCytoTnull,UMI,,24,2,0.00218011068254234
D3E,10XMonoCytoTnull,UMI,,24,3,0.004062398440039
D3E,10XMonoCytoTnull,UMI,,24,4,0.00377552771580573
D3E,10XMonoCytoTnull,UMI,,24,5,0.00296150049358342
D3E,10XMonoCytoTnull,UMI,,12,1,0.00577895497230917
D3E,10XMonoCytoTnull,UMI,,12,2,0.00328099367236935
D3E,10XMonoCytoTnull,UMI,,12,3,0.00769971126082772
D3E,10XMonoCytoTnull,UMI,,12,4,0.00388726919339164
D3E,10XMonoCytoTnull,UMI,,12,5,0.00480422772039395
limmatrend,10XMonoCytoTnull,UMI,,120,1,0.0303991811668373
limmatrend,10XMonoCytoTnull,UMI,,48,1,0.0208951373661808
limmatrend,10XMonoCytoTnull,UMI,,48,2,0.0217052248505329
limmatrend,10XMonoCytoTnull,UMI,,48,3,0.0234139960758666
limmatrend,10XMonoCytoTnull,UMI,,48,4,0.0270657124268055
limmatrend,10XMonoCytoTnull,UMI,,48,5,0.0234790504605007
limmatrend,10XMonoCytoTnull,UMI,,24,1,0.0159521435692921
limmatrend,10XMonoCytoTnull,UMI,,24,2,0.0199013157894737
limmatrend,10XMonoCytoTnull,UMI,,24,3,0.0162379421221865
limmatrend,10XMonoCytoTnull,UMI,,24,4,0.0177155390585456
limmatrend,10XMonoCytoTnull,UMI,,24,5,0.016510197474911
limmatrend,10XMonoCytoTnull,UMI,,12,1,0.0115393491807062
limmatrend,10XMonoCytoTnull,UMI,,12,2,0.0117275597654488
limmatrend,10XMonoCytoTnull,UMI,,12,3,0.0155959031657356
limmatrend,10XMonoCytoTnull,UMI,,12,4,0.0101786926034834
limmatrend,10XMonoCytoTnull,UMI,,12,5,0.013566337088986
ROTSvoom,10XMonoCytoTnull,UMI,,120,1,0.0329580348004094
ROTSvoom,10XMonoCytoTnull,UMI,,48,1,0.0325035470140591
ROTSvoom,10XMonoCytoTnull,UMI,,48,2,0.0323628801663634
ROTSvoom,10XMonoCytoTnull,UMI,,48,3,0.0273381294964029
ROTSvoom,10XMonoCytoTnull,UMI,,48,4,0.105270006506181
ROTSvoom,10XMonoCytoTnull,UMI,,48,5,0.0263328576987936
ROTSvoom,10XMonoCytoTnull,UMI,,24,1,0.0242605516782984
ROTSvoom,10XMonoCytoTnull,UMI,,24,2,0.0228618421052632
ROTSvoom,10XMonoCytoTnull,UMI,,24,3,0.040032154340836
ROTSvoom,10XMonoCytoTnull,UMI,,24,4,0.0350936392778809
ROTSvoom,10XMonoCytoTnull,UMI,,24,5,0.0254127549368728
ROTSvoom,10XMonoCytoTnull,UMI,,12,1,0.0302330948534503
ROTSvoom,10XMonoCytoTnull,UMI,,12,2,0.0245827695083446
ROTSvoom,10XMonoCytoTnull,UMI,,12,3,0.0726256983240224
ROTSvoom,10XMonoCytoTnull,UMI,,12,4,0.0187740330242027
ROTSvoom,10XMonoCytoTnull,UMI,,12,5,0.0257530466773971
ROTScpm,10XMonoCytoTnull,UMI,,120,1,0.0484135107471853
ROTScpm,10XMonoCytoTnull,UMI,,48,1,0.0432090803559912
ROTScpm,10XMonoCytoTnull,UMI,,48,2,0.0466597348583312
ROTScpm,10XMonoCytoTnull,UMI,,48,3,0.0491824722040549
ROTScpm,10XMonoCytoTnull,UMI,,48,4,0.0512687052700065
ROTScpm,10XMonoCytoTnull,UMI,,48,5,0.0500713451809573
ROTScpm,10XMonoCytoTnull,UMI,,24,1,0.0461947490860751
ROTScpm,10XMonoCytoTnull,UMI,,24,2,0.0511513157894737
ROTScpm,10XMonoCytoTnull,UMI,,24,3,0.0456591639871383
ROTScpm,10XMonoCytoTnull,UMI,,24,4,0.0492660705247174
ROTScpm,10XMonoCytoTnull,UMI,,24,5,0.0490449983813532
ROTScpm,10XMonoCytoTnull,UMI,,12,1,0.0477729056081237
ROTScpm,10XMonoCytoTnull,UMI,,12,2,0.0489400090211998
ROTScpm,10XMonoCytoTnull,UMI,,12,3,0.0488826815642458
ROTScpm,10XMonoCytoTnull,UMI,,12,4,0.0529292015381135
ROTScpm,10XMonoCytoTnull,UMI,,12,5,0.0556449758565187
ROTStpm,10XMonoCytoTnull,UMI,,120,1,0.0494370522006141
ROTStpm,10XMonoCytoTnull,UMI,,48,1,0.042435186379466
ROTStpm,10XMonoCytoTnull,UMI,,48,2,0.0462698206394593
ROTStpm,10XMonoCytoTnull,UMI,,48,3,0.0494440810987574
ROTStpm,10XMonoCytoTnull,UMI,,48,4,0.052309694209499
ROTStpm,10XMonoCytoTnull,UMI,,48,5,0.0495524711376313
ROTStpm,10XMonoCytoTnull,UMI,,24,1,0.0480225988700565
ROTStpm,10XMonoCytoTnull,UMI,,24,2,0.0514802631578947
ROTStpm,10XMonoCytoTnull,UMI,,24,3,0.047588424437299
ROTStpm,10XMonoCytoTnull,UMI,,24,4,0.0487599122659018
ROTStpm,10XMonoCytoTnull,UMI,,24,5,0.0495305924247329
ROTStpm,10XMonoCytoTnull,UMI,,12,1,0.0468497576736672
ROTStpm,10XMonoCytoTnull,UMI,,12,2,0.0500676589986468
ROTStpm,10XMonoCytoTnull,UMI,,12,3,0.0465549348230912
ROTStpm,10XMonoCytoTnull,UMI,,12,4,0.0517982356932821
ROTStpm,10XMonoCytoTnull,UMI,,12,5,0.0563347896068062
metagenomeSeq,10XMonoCytoTnull,UMI,,120,1,0.0181701581872595
metagenomeSeq,10XMonoCytoTnull,UMI,,48,1,0.0114985163204748
metagenomeSeq,10XMonoCytoTnull,UMI,,48,2,0.0106829454406715
metagenomeSeq,10XMonoCytoTnull,UMI,,48,3,0.0120201628538193
metagenomeSeq,10XMonoCytoTnull,UMI,,48,4,0.0175038051750381
metagenomeSeq,10XMonoCytoTnull,UMI,,48,5,0.0173258003766478
metagenomeSeq,10XMonoCytoTnull,UMI,,24,1,0.00806451612903226
metagenomeSeq,10XMonoCytoTnull,UMI,,24,2,0.0141129032258065
metagenomeSeq,10XMonoCytoTnull,UMI,,24,3,0.00911458333333333
metagenomeSeq,10XMonoCytoTnull,UMI,,24,4,0.0178817056396149
metagenomeSeq,10XMonoCytoTnull,UMI,,24,5,0.0125707102451289
metagenomeSeq,10XMonoCytoTnull,UMI,,12,1,0.0069060773480663
metagenomeSeq,10XMonoCytoTnull,UMI,,12,2,0.00409836065573771
metagenomeSeq,10XMonoCytoTnull,UMI,,12,3,0.00557103064066852
metagenomeSeq,10XMonoCytoTnull,UMI,,12,4,0.0227882037533512
metagenomeSeq,10XMonoCytoTnull,UMI,,12,5,0.0248618784530387
ttest,10XMonoCytoTnull,UMI,,120,1,0.0292732855680655
ttest,10XMonoCytoTnull,UMI,,48,1,0.021669031342706
ttest,10XMonoCytoTnull,UMI,,48,2,0.023004938913439
ttest,10XMonoCytoTnull,UMI,,48,3,0.0248528449967299
ttest,10XMonoCytoTnull,UMI,,48,4,0.0274560832791152
ttest,10XMonoCytoTnull,UMI,,48,5,0.0251653911013102
ttest,10XMonoCytoTnull,UMI,,24,1,0.018444666001994
ttest,10XMonoCytoTnull,UMI,,24,2,0.0197368421052632
ttest,10XMonoCytoTnull,UMI,,24,3,0.0189710610932476
ttest,10XMonoCytoTnull,UMI,,24,4,0.0173781002193352
ttest,10XMonoCytoTnull,UMI,,24,5,0.0161864681126578
ttest,10XMonoCytoTnull,UMI,,12,1,0.0113085621970921
ttest,10XMonoCytoTnull,UMI,,12,2,0.0108254397834912
ttest,10XMonoCytoTnull,UMI,,12,3,0.0130353817504655
ttest,10XMonoCytoTnull,UMI,,12,4,0.00927391992761819
ttest,10XMonoCytoTnull,UMI,,12,5,0.0121867095884111
monoclecount,10XMonoCytoTnull,UMI,,120,1,0.0385875127942682
monoclecount,10XMonoCytoTnull,UMI,,48,1,0.0306977944021669
monoclecount,10XMonoCytoTnull,UMI,,48,2,0.0284637379776449
monoclecount,10XMonoCytoTnull,UMI,,48,3,0.0287769784172662
monoclecount,10XMonoCytoTnull,UMI,,48,4,0.0402081977878985
monoclecount,10XMonoCytoTnull,UMI,,48,5,0.0339862498378519
monoclecount,10XMonoCytoTnull,UMI,,24,1,0.0249252243270189
monoclecount,10XMonoCytoTnull,UMI,,24,2,0.0310855263157895
monoclecount,10XMonoCytoTnull,UMI,,24,3,0.0247588424437299
monoclecount,10XMonoCytoTnull,UMI,,24,4,0.0261515100388055
monoclecount,10XMonoCytoTnull,UMI,,24,5,0.0267076723858854
monoclecount,10XMonoCytoTnull,UMI,,12,1,0.0198476805908147
monoclecount,10XMonoCytoTnull,UMI,,12,2,0.016914749661705
monoclecount,10XMonoCytoTnull,UMI,,12,3,0.0232774674115456
monoclecount,10XMonoCytoTnull,UMI,,12,4,0.0214883510517982
monoclecount,10XMonoCytoTnull,UMI,,12,5,0.0211542883421476
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,120,1,0.0701125895598772
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,48,1,0.0662969173223268
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,48,2,0.0561476475175461
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,48,3,0.0729888816219751
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,48,4,0.0754716981132075
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,48,5,0.0692696847840187
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,24,1,0.0654702558989698
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,24,2,0.0743421052631579
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,24,3,0.0528938906752412
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,24,4,0.0536527754344525
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,24,5,0.0605373907413402
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,12,1,0.0461573967228248
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,12,2,0.0568335588633288
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,12,3,0.0991620111731844
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,12,4,0.087536756389957
edgeRQLFDetRate,10XMonoCytoTnull,UMI,,12,5,0.0912853529547022
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,120,1,0.00122824974411464
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,48,1,0.000644911647104347
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,48,2,0.00129971406290616
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,48,3,0.00065402223675605
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,48,4,0.000650618087182824
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,48,5,0.00168634064080944
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,24,1,0.000498504486540379
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,24,2,0.00230263157894737
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,24,3,0.000964630225080386
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,24,4,0.00168719419605197
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,24,5,0.00210424085464552
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,12,1,0.00207708285252712
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,12,2,0.0013531799729364
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,12,3,0.000698324022346369
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,12,4,0.000226193168966297
DESeq2betapFALSE,10XMonoCytoTnull,UMI,,12,5,0.00344906875143711
scDD,10XMonoCytoTnull,UMI,,120,1,0.0194840834248079
scDD,10XMonoCytoTnull,UMI,,48,1,0.0165889061689995
scDD,10XMonoCytoTnull,UMI,,48,2,0.014199890770071
scDD,10XMonoCytoTnull,UMI,,48,3,0.0159340659340659
scDD,10XMonoCytoTnull,UMI,,48,4,0.0335284725918042
scDD,10XMonoCytoTnull,UMI,,48,5,0.0223523150612028
scDD,10XMonoCytoTnull,UMI,,24,1,0.0195473251028807
scDD,10XMonoCytoTnull,UMI,,24,2,0.021671826625387
scDD,10XMonoCytoTnull,UMI,,24,3,0.023278370514064
scDD,10XMonoCytoTnull,UMI,,24,4,0.0262881177707676
scDD,10XMonoCytoTnull,UMI,,24,5,0.0158730158730159
scDD,10XMonoCytoTnull,UMI,,12,1,0.0175054704595186
scDD,10XMonoCytoTnull,UMI,,12,2,0.0213219616204691
scDD,10XMonoCytoTnull,UMI,,12,3,0.0320366132723112
scDD,10XMonoCytoTnull,UMI,,12,4,0.00854700854700855
scDD,10XMonoCytoTnull,UMI,,12,5,0.0228310502283105
DEsingle,10XMonoCytoTnull,UMI,,120,1,0.00358239508700102
DEsingle,10XMonoCytoTnull,UMI,,48,1,0.00399845221204695
DEsingle,10XMonoCytoTnull,UMI,,48,2,0.00571874187678711
DEsingle,10XMonoCytoTnull,UMI,,48,3,0.00497056899934598
DEsingle,10XMonoCytoTnull,UMI,,48,4,0.00611581001951854
DEsingle,10XMonoCytoTnull,UMI,,48,5,0.00479958490076534
DEsingle,10XMonoCytoTnull,UMI,,24,1,0.0038218677301429
DEsingle,10XMonoCytoTnull,UMI,,24,2,0.00476973684210526
DEsingle,10XMonoCytoTnull,UMI,,24,3,0.00112540192926045
DEsingle,10XMonoCytoTnull,UMI,,24,4,0.00118103593723638
DEsingle,10XMonoCytoTnull,UMI,,24,5,0.00258983489802525
DEsingle,10XMonoCytoTnull,UMI,,12,1,0.000461573967228248
DEsingle,10XMonoCytoTnull,UMI,,12,2,0.0018042399639152
DEsingle,10XMonoCytoTnull,UMI,,12,3,0.00162942271880819
DEsingle,10XMonoCytoTnull,UMI,,12,4,0.00248812485862927
DEsingle,10XMonoCytoTnull,UMI,,12,5,0.00160956541733732
zinbwaveedgeR,10XMonoCytoTnull,UMI,,120,1,0.0156601842374616
zinbwaveedgeR,10XMonoCytoTnull,UMI,,48,1,0.0105765510125113
zinbwaveedgeR,10XMonoCytoTnull,UMI,,48,2,0.00779828437743696
zinbwaveedgeR,10XMonoCytoTnull,UMI,,48,3,0.0100719424460432
zinbwaveedgeR,10XMonoCytoTnull,UMI,,48,4,0.0174365647364997
