method,dataset,dtype,filt,ncells_fact,repl,thr,TPR,FDR,AUROC,fracNA,fdrcontrol
edgeRLRTdeconv,GSE45719sim123,full-length,,24,5,thr0.05,0.71095988538682,0.121292607348384,0.950775658340238,0,high FDP
edgeRLRTrobust,GSE45719sim123,full-length,,24,5,thr0.05,0.683739255014327,0.25019638648861,0.915556099568599,0,high FDP
edgeRQLF,GSE45719sim123,full-length,,24,5,thr0.05,0.842406876790831,0.470389551902725,0.94369759142011,0,high FDP
edgeRQLFDetRate,GSE45719sim123,full-length,,24,5,thr0.05,0.819484240687679,0.46316283435007,0.936253233062527,0,high FDP
limmatrend,GSE45719sim123,full-length,,24,5,thr0.05,0.458094555873926,0.0229182582123759,0.913681395091744,0,low FDP
logregLRT,GSE45719sim123,full-length,,24,5,thr0.05,0.56769340974212,0.0520334928229665,0.920034167106129,0,in range
MASTcpm,GSE45719sim123,full-length,,24,5,thr0.05,0.517908309455587,0.049934296977661,0.918964597564895,0,in range
MASTcpmDetRate,GSE45719sim123,full-length,,24,5,thr0.05,0.521848137535817,0.0630225080385852,0.914985817801295,0,in range
MASTtpm,GSE45719sim123,full-length,,24,5,thr0.05,0.515759312320917,0.0575916230366492,0.918721946779216,0,in range
MASTtpmDetRate,GSE45719sim123,full-length,,24,5,thr0.05,0.517908309455587,0.0718870346598203,0.914654604720938,0,in range
metagenomeSeq,GSE45719sim123,full-length,,24,5,thr0.05,0.19878223495702,0.0561224489795918,0.598116108750421,0.189053999780934,in range
monocle,GSE45719sim123,full-length,,24,5,thr0.05,0.282951289398281,0.251184834123223,0.543173769182139,0,high FDP
monoclecensus,GSE45719sim123,full-length,,24,5,thr0.05,0.311962750716332,0.098343685300207,0.705193507303346,0,in range
monoclecount,GSE45719sim123,full-length,,24,5,thr0.05,0.752148997134671,0.441934626627691,0.934606647117144,0,high FDP
NODES,GSE45719sim123,full-length,,24,5,thr0.05,0.450214899713467,0.156941649899396,0.878402899146855,0.0529409616999525,high FDP
ROTScpm,GSE45719sim123,full-length,,24,5,thr0.05,0.215616045845272,0.0549450549450549,0.734710430419159,0,low FDP
ROTStpm,GSE45719sim123,full-length,,24,5,thr0.05,0.185530085959885,0.0512820512820513,0.745810342375249,0,in range
ROTSvoom,GSE45719sim123,full-length,,24,5,thr0.05,0.47958452722063,0.0359971202303816,0.893594252240093,0,low FDP
SAMseq,GSE45719sim123,full-length,,24,5,thr0.05,0.433381088825215,0.0427215189873418,0.850480505053788,0.123808828361751,in range
scDD,GSE45719sim123,full-length,,24,5,thr0.05,0.264684813753582,0.019893899204244,0.598814203004,0.241629851400197,low FDP
SCDE,GSE45719sim123,full-length,,24,5,thr0.05,0.52041547277937,0.0287433155080214,0.917165837949581,0,low FDP
SeuratBimod,GSE45719sim123,full-length,,24,5,thr0.05,0.290114613180516,0.194831013916501,0.638519270176797,0.94972434188908,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,,24,5,thr0.05,0.113896848137536,0.0215384615384615,0.554984924315205,0.984409799554566,in range
SeuratBimodnofilt,GSE45719sim123,full-length,,24,5,thr0.05,0.720988538681948,0.623104287586594,0.869078572374645,0,high FDP
SeuratTobit,GSE45719sim123,full-length,,24,5,thr0.05,0.246060171919771,0.0431754874651811,0.564582284186123,0.380663770126693,in range
ttest,GSE45719sim123,full-length,,24,5,thr0.05,0.410816618911175,0.018819503849444,0.913109016486158,0,low FDP
voomlimma,GSE45719sim123,full-length,,24,5,thr0.05,0.57378223495702,0.126975476839237,0.897569216922929,0,in range
Wilcoxon,GSE45719sim123,full-length,,24,5,thr0.05,0.477793696275072,0.0205580029368576,0.897933287750399,0,low FDP
zinbwaveDESeq2,GSE45719sim123,full-length,,24,5,thr0.05,0.555157593123209,0.163969795037756,0.770980053767593,0.308079886085655,high FDP
zinbwaveedgeR,GSE45719sim123,full-length,,24,5,thr0.05,0.48567335243553,0.0563674321503132,0.885203506309678,0,low FDP
BPSC,GSE45719sim123,full-length,,12,1,thr0.05,0.358511422254974,0.19253112033195,0.618434151675775,0.070501631630872,high FDP
D3E,GSE45719sim123,full-length,,12,1,thr0.05,0.24834193072955,0.0246020260492041,0.778099185211232,0.00701980723988768,low FDP
DESeq2,GSE45719sim123,full-length,,12,1,thr0.05,0.436256448047163,0.189041095890411,0.786146556926733,0.307847006147074,high FDP
DESeq2betapFALSE,GSE45719sim123,full-length,,12,1,thr0.05,0.45725865880619,0.220477386934673,0.802717219855185,0.304583744403127,high FDP
DESeq2census,GSE45719sim123,full-length,,12,1,thr0.05,0.17243920412675,0.037037037037037,0.609952522609469,0.763223799043788,in range
DESeq2LRT,GSE45719sim123,full-length,,12,1,thr0.05,0.406411201179071,0.116893514811849,0.809718985469839,0.28561129240343,in range
DESeq2nofilt,GSE45719sim123,full-length,,12,1,thr0.05,0.452100221075903,0.132862190812721,0.872757094254645,0,in range
DEsingle,GSE45719sim123,full-length,,12,1,thr0.05,0.307295504789978,0.0885245901639344,0.840170406440503,0,in range
edgeRLRT,GSE45719sim123,full-length,,12,1,thr0.05,0.510316875460575,0.139751552795031,0.909878152638384,0,high FDP
edgeRLRTcensus,GSE45719sim123,full-length,,12,1,thr0.05,0.219602063375092,0.0355987055016181,0.793619784360594,0,in range
edgeRLRTdeconv,GSE45719sim123,full-length,,12,1,thr0.05,0.510316875460575,0.142945544554455,0.910209189799835,0,high FDP
edgeRLRTrobust,GSE45719sim123,full-length,,12,1,thr0.05,0.510316875460575,0.248915401301518,0.873187299170685,0,high FDP
edgeRQLF,GSE45719sim123,full-length,,12,1,thr0.05,0.649963154016212,0.452853598014888,0.903520677392526,0,high FDP
edgeRQLFDetRate,GSE45719sim123,full-length,,12,1,thr0.05,0.595431098010317,0.418077061577242,0.886018702609893,0,high FDP
limmatrend,GSE45719sim123,full-length,,12,1,thr0.05,0.277450257921886,0.0346153846153846,0.86141962089161,0,low FDP
logregLRT,GSE45719sim123,full-length,,12,1,thr0.05,0.364038319823139,0.0608365019011407,0.865047056560767,0,in range
MASTcpm,GSE45719sim123,full-length,,12,1,thr0.05,0.292557111274871,0.0691676436107855,0.862496080048679,0,in range
MASTcpmDetRate,GSE45719sim123,full-length,,12,1,thr0.05,0.307663964627856,0.0933767643865364,0.857940691370309,0,in range
MASTtpm,GSE45719sim123,full-length,,12,1,thr0.05,0.288872512896094,0.0754716981132075,0.862038076988779,0,in range
MASTtpmDetRate,GSE45719sim123,full-length,,12,1,thr0.05,0.304716285924834,0.110752688172043,0.857523228244348,0,in range
metagenomeSeq,GSE45719sim123,full-length,,12,1,thr0.05,0.0880619012527634,0.0981132075471698,0.563133878728708,0.259505198451848,in range
monocle,GSE45719sim123,full-length,,12,1,thr0.05,0.195283714075166,0.372037914691943,0.521398460947621,0,high FDP
monoclecensus,GSE45719sim123,full-length,,12,1,thr0.05,0.222181282240236,0.117130307467057,0.662273655932079,0,in range
monoclecount,GSE45719sim123,full-length,,12,1,thr0.05,0.581429624170965,0.527403414195867,0.888110234330482,0,high FDP
NODES,GSE45719sim123,full-length,,12,1,thr0.05,0.261238025055269,0.168815943728019,0.796980141199296,0.0740305077028155,high FDP
ROTScpm,GSE45719sim123,full-length,,12,1,thr0.05,0.126750184229919,0.0470914127423823,0.699032520165539,0,low FDP
ROTStpm,GSE45719sim123,full-length,,12,1,thr0.05,0.1138540899042,0.0579268292682927,0.706449317445295,0,in range
ROTSvoom,GSE45719sim123,full-length,,12,1,thr0.05,0.302505526897568,0.0464576074332172,0.830079945186144,0,low FDP
SAMseq,GSE45719sim123,full-length,,12,1,thr0.05,0.28960943257185,0.0687203791469194,0.800888893772592,0.0288001821355392,in range
scDD,GSE45719sim123,full-length,,12,1,thr0.05,0.134856300663228,0.00272479564032698,0.562470752331397,0.331296956818699,low FDP
SCDE,GSE45719sim123,full-length,,12,1,thr0.05,0.194178334561533,0.0240740740740741,0.843979944500347,0,low FDP
SeuratBimod,GSE45719sim123,full-length,,12,1,thr0.05,0.275976418570376,0.320942883046238,0.626808118460773,0.927259619033164,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,,12,1,thr0.05,0.0840088430361091,0.0256410256410256,0.540124964619127,0.987667906200197,in range
SeuratBimodnofilt,GSE45719sim123,full-length,,12,1,thr0.05,0.553426676492262,0.62515597704018,0.795415199997007,0,high FDP
SeuratTobit,GSE45719sim123,full-length,,12,1,thr0.05,0.100957995578482,0.0551724137931034,0.539133520867545,0.383433254913865,in range
ttest,GSE45719sim123,full-length,,12,1,thr0.05,0.21039056742815,0.0189003436426117,0.855636375651974,0,low FDP
voomlimma,GSE45719sim123,full-length,,12,1,thr0.05,0.334561532792926,0.073469387755102,0.847974624276952,0,in range
Wilcoxon,GSE45719sim123,full-length,,12,1,thr0.05,0.266396462785556,0.0176630434782609,0.841690521479775,0,low FDP
zinbwaveDESeq2,GSE45719sim123,full-length,,12,1,thr0.05,0.380619012527634,0.182753164556962,0.681152024596409,0.458222660696668,high FDP
zinbwaveedgeR,GSE45719sim123,full-length,,12,1,thr0.05,0.289240972733972,0.0296662546353523,0.828610890824914,0.0193519010396904,low FDP
BPSC,GSE45719sim123,full-length,,12,2,thr0.05,0.372222222222222,0.202380952380952,0.62015944846066,0.0748821651208758,high FDP
D3E,GSE45719sim123,full-length,,12,2,thr0.05,0.252222222222222,0.0257510729613734,0.78847640316528,0.00828645279002585,low FDP
DESeq2,GSE45719sim123,full-length,,12,2,thr0.05,0.448888888888889,0.171565276828435,0.791085382230757,0.270069940702448,high FDP
DESeq2betapFALSE,GSE45719sim123,full-length,,12,2,thr0.05,0.471851851851852,0.21358024691358,0.812775565721601,0.304394100653794,high FDP
DESeq2census,GSE45719sim123,full-length,,12,2,thr0.05,0.173703703703704,0.0467479674796748,0.615992201325351,0.762163600425726,in range
DESeq2LRT,GSE45719sim123,full-length,,12,2,thr0.05,0.422222222222222,0.11353032659409,0.82132397837519,0.304394100653794,in range
DESeq2nofilt,GSE45719sim123,full-length,,12,2,thr0.05,0.468148148148148,0.133653187114462,0.878838231233606,0,in range
DEsingle,GSE45719sim123,full-length,,12,2,thr0.05,0.323333333333333,0.0887265135699374,0.845500975814853,0,in range
edgeRLRT,GSE45719sim123,full-length,,12,2,thr0.05,0.521481481481481,0.143552311435523,0.913462660177969,0,high FDP
edgeRLRTcensus,GSE45719sim123,full-length,,12,2,thr0.05,0.225925925925926,0.0378548895899054,0.79956125983659,0,in range
edgeRLRTdeconv,GSE45719sim123,full-length,,12,2,thr0.05,0.522962962962963,0.141641337386018,0.913236026394066,0,high FDP
edgeRLRTrobust,GSE45719sim123,full-length,,12,2,thr0.05,0.532222222222222,0.244876510772465,0.87949231741908,0,high FDP
edgeRQLF,GSE45719sim123,full-length,,12,2,thr0.05,0.672222222222222,0.452983725135624,0.906645667821329,0,high FDP
edgeRQLFDetRate,GSE45719sim123,full-length,,12,2,thr0.05,0.625185185185185,0.404375441072689,0.895171395132849,0,high FDP
limmatrend,GSE45719sim123,full-length,,12,2,thr0.05,0.286296296296296,0.03375,0.868730836690638,0,low FDP
logregLRT,GSE45719sim123,full-length,,12,2,thr0.05,0.377037037037037,0.0703196347031963,0.871253490656024,0,in range
MASTcpm,GSE45719sim123,full-length,,12,2,thr0.05,0.30037037037037,0.0784090909090909,0.871900658282817,0,in range
MASTcpmDetRate,GSE45719sim123,full-length,,12,2,thr0.05,0.318518518518519,0.11340206185567,0.866118814086876,0,in range
MASTtpm,GSE45719sim123,full-length,,12,2,thr0.05,0.293703703703704,0.0895522388059701,0.871331767636834,0,in range
MASTtpmDetRate,GSE45719sim123,full-length,,12,2,thr0.05,0.315185185185185,0.129856850715746,0.865253005886266,0,in range
metagenomeSeq,GSE45719sim123,full-length,,12,2,thr0.05,0.10037037037037,0.0906040268456376,0.576117409980295,0.258932644062643,in range
monocle,GSE45719sim123,full-length,,12,2,thr0.05,0.206296296296296,0.352325581395349,0.524727501349197,0,high FDP
monoclecensus,GSE45719sim123,full-length,,12,2,thr0.05,0.22962962962963,0.105339105339105,0.669509276516435,0,in range
monoclecount,GSE45719sim123,full-length,,12,2,thr0.05,0.574074074074074,0.532287266143633,0.888642024988391,0,high FDP
NODES,GSE45719sim123,full-length,,12,2,thr0.05,0.275925925925926,0.153409090909091,0.803931812191724,0.0681921848867265,high FDP
ROTScpm,GSE45719sim123,full-length,,12,2,thr0.05,0.115555555555556,0.04,0.704860216875635,0,low FDP
ROTStpm,GSE45719sim123,full-length,,12,2,thr0.05,0.105925925925926,0.0337837837837838,0.71296966188486,0,in range
ROTSvoom,GSE45719sim123,full-length,,12,2,thr0.05,0.297407407407407,0.0485781990521327,0.84975255563086,0,low FDP
SAMseq,GSE45719sim123,full-length,,12,2,thr0.05,0.288888888888889,0.0522478736330498,0.80624234408926,0.00148243880188536,in range
scDD,GSE45719sim123,full-length,,12,2,thr0.05,0.133703703703704,0.00824175824175824,0.569218202869084,0.329861639045157,low FDP
SCDE,GSE45719sim123,full-length,,12,2,thr0.05,0.198518518518519,0.0165137614678899,0.849110541624308,0,low FDP
SeuratBimod,GSE45719sim123,full-length,,12,2,thr0.05,0.281111111111111,0.32413178984862,0.630416690199179,0.926942374942983,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,,12,2,thr0.05,0.0792592592592593,0.0272727272727273,0.537748440578837,0.987798388322944,in range
SeuratBimodnofilt,GSE45719sim123,full-length,,12,2,thr0.05,0.575925925925926,0.632908404154863,0.800133303839251,0,high FDP
SeuratTobit,GSE45719sim123,full-length,,12,2,thr0.05,0.0988888888888889,0.0498220640569395,0.541104882839464,0.378554051999392,in range
ttest,GSE45719sim123,full-length,,12,2,thr0.05,0.211111111111111,0.0273037542662116,0.860661444017722,0,low FDP
voomlimma,GSE45719sim123,full-length,,12,2,thr0.05,0.348888888888889,0.100286532951289,0.860996029280721,0,in range
Wilcoxon,GSE45719sim123,full-length,,12,2,thr0.05,0.262962962962963,0.0233837689133425,0.846556707079835,0,low FDP
zinbwaveedgeR,GSE45719sim123,full-length,,12,2,thr0.05,0.305555555555556,0.0495391705069124,0.830156169597249,0.0388094876083321,low FDP
BPSC,GSE45719sim123,full-length,,12,3,thr0.05,0.374907749077491,0.195566112430721,0.632467371758445,0.0777528772742812,high FDP
D3E,GSE45719sim123,full-length,,12,3,thr0.05,0.255350553505535,0.0348675034867503,0.786561348718877,0.0086982945265317,low FDP
DESeq2,GSE45719sim123,full-length,,12,3,thr0.05,0.449815498154982,0.184615384615385,0.784467096142359,0.288601055950165,high FDP
DESeq2betapFALSE,GSE45719sim123,full-length,,12,3,thr0.05,0.470110701107011,0.229280096793708,0.804119233956027,0.265848748433167,high FDP
DESeq2census,GSE45719sim123,full-length,,12,3,thr0.05,0.171586715867159,0.0471311475409836,0.613109443178947,0.796748585102746,in range
DESeq2LRT,GSE45719sim123,full-length,,12,3,thr0.05,0.423247232472325,0.114285714285714,0.808928648714018,0.265848748433167,in range
DESeq2nofilt,GSE45719sim123,full-length,,12,3,thr0.05,0.480073800738007,0.126845637583893,0.873184320444636,0,in range
DEsingle,GSE45719sim123,full-length,,12,3,thr0.05,0.323616236162362,0.0921325051759834,0.842932197349242,0,in range
edgeRLRT,GSE45719sim123,full-length,,12,3,thr0.05,0.527306273062731,0.135511191772535,0.912411996986972,0,high FDP
edgeRLRTcensus,GSE45719sim123,full-length,,12,3,thr0.05,0.228413284132841,0.0403100775193798,0.797234339451833,0,in range
edgeRLRTdeconv,GSE45719sim123,full-length,,12,3,thr0.05,0.522509225092251,0.132884262094305,0.913349185424784,0,high FDP
edgeRLRTrobust,GSE45719sim123,full-length,,12,3,thr0.05,0.52619926199262,0.234567901234568,0.873848384903801,0,high FDP
edgeRQLF,GSE45719sim123,full-length,,12,3,thr0.05,0.663837638376384,0.450519242516799,0.906603919216988,0,high FDP
edgeRQLFDetRate,GSE45719sim123,full-length,,12,3,thr0.05,0.561254612546125,0.373042044517725,0.889622382526065,0,high FDP
limmatrend,GSE45719sim123,full-length,,12,3,thr0.05,0.283763837638376,0.0314861460957179,0.865575902466905,0,low FDP
logregLRT,GSE45719sim123,full-length,,12,3,thr0.05,0.370848708487085,0.0685820203892493,0.869042579404072,0,in range
MASTcpm,GSE45719sim123,full-length,,12,3,thr0.05,0.301845018450185,0.0798650168728909,0.864750702594463,0,in range
MASTcpmDetRate,GSE45719sim123,full-length,,12,3,thr0.05,0.312177121771218,0.104761904761905,0.858205492416105,0,in range
MASTtpm,GSE45719sim123,full-length,,12,3,thr0.05,0.299261992619926,0.0877390326209224,0.864452399742696,0,in range
MASTtpmDetRate,GSE45719sim123,full-length,,12,3,thr0.05,0.309225092250922,0.11228813559322,0.857496921583943,0,in range
metagenomeSeq,GSE45719sim123,full-length,,12,3,thr0.05,0.102952029520295,0.07,0.574076135349997,0.258327952292323,in range
monocle,GSE45719sim123,full-length,,12,3,thr0.05,0.193357933579336,0.373954599761051,0.523496224418991,0,high FDP
monoclecensus,GSE45719sim123,full-length,,12,3,thr0.05,0.229889298892989,0.126227208976157,0.665935554896896,0,in range
monoclecount,GSE45719sim123,full-length,,12,3,thr0.05,0.582287822878229,0.524268917696714,0.889211895802745,0,high FDP
NODES,GSE45719sim123,full-length,,12,3,thr0.05,0.274907749077491,0.149543378995434,0.799474251379682,0.0943518061305884,high FDP
ROTScpm,GSE45719sim123,full-length,,12,3,thr0.05,0.122878228782288,0.0512820512820513,0.701905907105817,0,low FDP
ROTStpm,GSE45719sim123,full-length,,12,3,thr0.05,0.10590405904059,0.059016393442623,0.711127546343423,0,in range
ROTSvoom,GSE45719sim123,full-length,,12,3,thr0.05,0.300738007380074,0.0423031727379553,0.832276120131739,0,low FDP
SAMseq,GSE45719sim123,full-length,,12,3,thr0.05,0.291143911439114,0.0539568345323741,0.798133107257312,0.142971094313822,in range
scDD,GSE45719sim123,full-length,,12,3,thr0.05,0.125461254612546,0.0087463556851312,0.561897662059993,0.333687848976336,low FDP
SCDE,GSE45719sim123,full-length,,12,3,thr0.05,0.202214022140221,0.0266429840142096,0.845011817586525,0,low FDP
SeuratBimod,GSE45719sim123,full-length,,12,3,thr0.05,0.278966789667897,0.310847766636281,0.628395581580408,0.925893569339461,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,,12,3,thr0.05,0.0782287822878229,0.0185185185185185,0.537298340506799,0.987617275040833,in range
SeuratBimodnofilt,GSE45719sim123,full-length,,12,3,thr0.05,0.569741697416974,0.610887096774194,0.795852665390354,0,high FDP
SeuratTobit,GSE45719sim123,full-length,,12,3,thr0.05,0.104428044280443,0.0341296928327645,0.539816227818881,0.380559881490485,in range
ttest,GSE45719sim123,full-length,,12,3,thr0.05,0.208487084870849,0.0139616055846422,0.859473302972857,0,low FDP
voomlimma,GSE45719sim123,full-length,,12,3,thr0.05,0.331365313653137,0.0626304801670146,0.850228023874853,0,in range
Wilcoxon,GSE45719sim123,full-length,,12,3,thr0.05,0.267158671586716,0.0229419703103914,0.846389780830526,0,low FDP
zinbwaveedgeR,GSE45719sim123,full-length,,12,3,thr0.05,0.3,0.0321428571428571,0.829794278528804,0.0775629581798154,low FDP
BPSC,GSE45719sim123,full-length,,12,4,thr0.05,0.36639526276832,0.233152594887684,0.618101849754925,0.0750313104861665,high FDP
D3E,GSE45719sim123,full-length,,12,4,thr0.05,0.261658031088083,0.0234806629834254,0.777419009307794,0.00656571406884512,low FDP
DESeq2,GSE45719sim123,full-length,,12,4,thr0.05,0.452257586972613,0.199213630406291,0.782914461680196,0.287828760104748,high FDP
DESeq2betapFALSE,GSE45719sim123,full-length,,12,4,thr0.05,0.471132494448557,0.243612596553773,0.798255839959418,0.265892443736005,high FDP
DESeq2census,GSE45719sim123,full-length,,12,4,thr0.05,0.169504071058475,0.0633946830265849,0.612319790746558,0.805040039470189,in range
DESeq2LRT,GSE45719sim123,full-length,,12,4,thr0.05,0.421169504071058,0.128637059724349,0.807522855676057,0.246878439409465,in range
DESeq2nofilt,GSE45719sim123,full-length,,12,4,thr0.05,0.478534418948927,0.153795811518325,0.866350884714189,0,in range
DEsingle,GSE45719sim123,full-length,,12,4,thr0.05,0.325314581791266,0.089119170984456,0.835518607527939,0,in range
edgeRLRT,GSE45719sim123,full-length,,12,4,thr0.05,0.530717986676536,0.163848396501458,0.90185732681752,0,high FDP
