method,dataset,dtype,filt,ncells,repl,charac,snr
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,12,4,CV(CPM),-0.266996285097853
DESeq2LRT,GSE48968-GPL13112null,full-length,,12,4,CV(CPM),-0.165763075200818
BPSC,GSE48968-GPL13112null,full-length,,12,4,CV(CPM),0.0679681039642787
edgeRLRT,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.354252512492407
SAMseq,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.751955003186645
edgeRQLF,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,0.482457226844797
NODES,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-1.17363615050677
DESeq2,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.846239342086664
DESeq2nofilt,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.803929270591717
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.295162231927854
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.267627851977673
SeuratBimod,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.67213708336026
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.274563276212827
SeuratBimodIsExpr2,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-1.69403344948986
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.795552688528293
monoclecensus,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.15985690520122
monocle,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,0.012846774219637
metagenomeSeq,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.113585146264739
monoclecount,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,0.494220501875205
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,0.588910147102502
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.631484415312761
DEsingle,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.914889167080127
zinbwaveedgeR,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-1.24086659088674
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.580124131351735
DESeq2LRT,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.907302034509853
BPSC,GSE48968-GPL13112null,full-length,,12,5,Fraction zeros,-0.343913905624425
edgeRLRT,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.703969940617346
SAMseq,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.768004754218231
edgeRQLF,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),-0.0765084876038829
NODES,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),1.08480976146019
DESeq2,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.684110836802087
DESeq2nofilt,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.69658362176732
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.695403066600717
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.557961870666379
SeuratBimod,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.841369628668913
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.250885696947068
SeuratBimodIsExpr2,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),1.52453101897186
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),1.16973468134069
monoclecensus,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.616139992747756
monocle,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.163048584067087
metagenomeSeq,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.211385391637586
monoclecount,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.123332807608135
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),-0.114604435178422
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.638420029895989
DEsingle,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.672372178879384
zinbwaveedgeR,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.97176790412236
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.607683565090424
DESeq2LRT,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.634770611891296
BPSC,GSE48968-GPL13112null,full-length,,12,5,log2(average CPM),0.547315496245147
edgeRLRT,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.776448242085413
SAMseq,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.716017166821435
edgeRQLF,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.0145094637563883
NODES,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.968794321532283
DESeq2,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.693492036639071
DESeq2nofilt,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.742031304057972
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.77038316946561
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.565141576924331
SeuratBimod,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.896173420094739
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.27813339584358
SeuratBimodIsExpr2,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),1.24226610768126
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),1.26979380764079
monoclecensus,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.725105844956167
monocle,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.162254351865133
metagenomeSeq,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.202999178971608
monoclecount,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.244501363171525
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),-0.0281123650868545
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.661145003624297
DEsingle,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.701387226279137
zinbwaveedgeR,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),1.03095692062801
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.636407632433695
DESeq2LRT,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.6463675177521
BPSC,GSE48968-GPL13112null,full-length,,12,5,log2(variance(CPM)),0.583914783554821
edgeRLRT,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),0.121424811501237
SAMseq,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.727682014498353
edgeRQLF,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),0.659249958211739
NODES,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-1.24994287040558
DESeq2,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.32867234713521
DESeq2nofilt,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.0716757996946396
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),0.113553123209062
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.340562655258592
SeuratBimod,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.207420960690384
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.0226273874046121
SeuratBimodIsExpr2,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.775114647761541
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),0.0739269707651981
monoclecensus,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),0.205140837729187
monocle,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.156224046102588
metagenomeSeq,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.280743198227018
monoclecount,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),0.613684564601298
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),0.582745509835291
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.251160664748909
DEsingle,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.146361398531202
zinbwaveedgeR,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.07757562907722
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.286110662889758
DESeq2LRT,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.29425457121498
BPSC,GSE48968-GPL13112null,full-length,,12,5,CV(CPM),-0.077843300853671
edgeRLRT,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,0.172426960207408
DESeq2,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.548187948789876
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.553552582650118
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.0274623301014142
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.535978498033045
SeuratBimod,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.590984641640427
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.396221274516122
SeuratBimodIsExpr2,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-1.7230416563203
DESeq2census,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-1.57970860131443
monoclecensus,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.419447808023507
monocle,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.112879881297904
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.29977417611761
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.56492482559854
logregLRT,GSE48968-GPL13112null,full-length,,6,1,Fraction zeros,-0.520950771973078
edgeRLRT,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),1.05516300243339
DESeq2,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.682772011770775
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.735279267755608
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.87692696909545
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.927338519734498
SeuratBimod,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.820135950332517
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.310185845024144
SeuratBimodIsExpr2,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),1.54903297989162
DESeq2census,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),1.11186741287306
monoclecensus,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.910648015475197
monocle,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.307679186274313
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.621995699362384
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.667969881713944
logregLRT,GSE48968-GPL13112null,full-length,,6,1,log2(average CPM),0.367389692287664
edgeRLRT,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),1.24195680283007
DESeq2,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.717419402916566
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.769875691534806
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),1.00769627996531
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.923614050082552
SeuratBimod,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.88544788295735
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.335908871572705
SeuratBimodIsExpr2,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),1.38930972432241
DESeq2census,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),1.10068302833048
monoclecensus,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),1.00862717173028
monocle,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.30022181595316
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.670638000125776
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.706197881082898
logregLRT,GSE48968-GPL13112null,full-length,,6,1,log2(variance(CPM)),0.323709254253482
edgeRLRT,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),0.497693339177461
DESeq2,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.178174127355563
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.0645204096273433
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),0.38463499975944
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.435046281054611
SeuratBimod,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.0388558745158338
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),0.0086668770449184
SeuratBimodIsExpr2,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.92311832384671
DESeq2census,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.670030637777044
monoclecensus,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),0.240168923061959
monocle,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.212646951984603
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.0637030860350618
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.0904136063571646
logregLRT,GSE48968-GPL13112null,full-length,,6,1,CV(CPM),-0.499782361335903
edgeRLRT,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,0.0984374310915734
DESeq2,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.272605431730505
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.356830106865588
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.0554273562416114
voomlimma,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.224186080374125
SeuratBimod,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.475771402032486
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.281689067983614
monoclecensus,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,0.220424425780672
monocle,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.0956731198228709
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.0563479810425086
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,2,Fraction zeros,-0.41653420642481
edgeRLRT,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.852759325846988
DESeq2,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.561602690639743
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.566292874630903
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.832176982828022
voomlimma,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.75420457747902
SeuratBimod,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.759108675173957
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.289733111232735
monoclecensus,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.645855412701931
monocle,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.269004248031759
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.510908535246097
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,2,log2(average CPM),0.592412602535317
edgeRLRT,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.954300436934851
DESeq2,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.609099589647332
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.609658605939484
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.886577814841095
voomlimma,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.792000338303282
SeuratBimod,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.852228981601526
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.333461496614957
monoclecensus,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.778892024271081
monocle,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.259757575128077
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.575957292889791
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.648207171224095
edgeRLRT,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),0.467147512006029
DESeq2,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),-0.0358941918736274
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),0.163937603238375
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),-0.154831040413367
voomlimma,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),-0.228622182925417
SeuratBimod,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),0.0778674462810451
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),0.11712580140418
monoclecensus,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),0.305448676521534
monocle,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),-0.213893980448035
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),0.0901693346436763
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,2,CV(CPM),0.022388230966902
edgeRLRT,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,0.129981822706516
edgeRQLF,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,0.0660588938747026
DESeq2,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.455950192385509
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.461379856694235
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,0.0395169669719696
voomlimma,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-1.22435789581665
SeuratBimod,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.509398294721276
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.285770972617915
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.234243691489856
monoclecensus,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.229948973642975
monocle,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.0787247044561944
monoclecount,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,0.349794878282742
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.162129624406962
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,3,Fraction zeros,-0.469917003310859
edgeRLRT,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.876000029506331
edgeRQLF,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),1.13175480772719
DESeq2,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.743989671900543
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.747766009658015
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.987712706016807
voomlimma,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),1.32200815109733
SeuratBimod,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.786353405808716
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.258320959447667
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),1.07469529103937
monoclecensus,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.96794672946235
monocle,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.23778989979666
monoclecount,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.288313991568366
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.640572712931123
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,3,log2(average CPM),0.687956148404108
edgeRLRT,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),1.00843926008981
edgeRQLF,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),1.30072778500236
DESeq2,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.798985734523261
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.798820674603271
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),1.13069013731907
voomlimma,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),1.2921461292444
SeuratBimod,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.869282202083338
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.301145838624862
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),1.24823756693237
monoclecensus,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),1.10448352054275
monocle,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.227536818701719
monoclecount,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.40939087279197
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.711659651013086
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.74285671549492
edgeRLRT,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.566223237628705
edgeRQLF,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.833552716841035
DESeq2,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),-0.0592101562075463
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.0823035106648514
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.763959057996675
voomlimma,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),-1.11085033509428
SeuratBimod,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.0531527146221008
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.117484363331987
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),1.12352779549084
monoclecensus,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.619986473655659
monocle,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),-0.210550251814363
monoclecount,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.600709599732077
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),0.0483319173168412
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,3,CV(CPM),-0.0474684012222319
edgeRLRT,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.377495056349743
DESeq2,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.273696711642349
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.324606195289424
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.269537039243472
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.607772968817802
SeuratBimod,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.535134523665195
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.320086798613505
monoclecensus,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.125366917741613
monocle,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.0805242385244899
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.104274673032018
DEsingle,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.812386517641427
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.440226566870046
DESeq2LRT,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.636709045168835
logregLRT,GSE48968-GPL13112null,full-length,,6,4,Fraction zeros,-0.321490587773009
edgeRLRT,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.991524948560572
DESeq2,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.547870001615401
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.610243405430048
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.959807323940885
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.982660924275578
SeuratBimod,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.798448908072706
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.29290289087327
monoclecensus,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.695320198450399
monocle,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.274132499812471
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.501467566766017
DEsingle,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.794806389459137
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.613244233429424
DESeq2LRT,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),0.714383664484221
logregLRT,GSE48968-GPL13112null,full-length,,6,4,log2(average CPM),-0.0888719349653046
edgeRLRT,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),1.00777596030447
DESeq2,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.586970689096772
DESeq2nofilt,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.669155770956908
edgeRLRTdeconv,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),1.01258985859064
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.965773848523633
SeuratBimod,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.88035199957486
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.334723402510625
monoclecensus,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.821967265257557
monocle,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.26696020075509
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.557766801488162
DEsingle,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.820656794043465
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.662140191237232
