method,dataset,dtype,filt,ncells,repl,charac,snr
NODES,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.886169592785203
DESeq2,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.81053248738056
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.875751648730905
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.626242756668298
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.469852532926024
SeuratBimod,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),1.36920163233951
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.0421628512968998
SeuratTobit,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),-0.157834087562888
monoclecensus,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),1.04980399475479
monocle,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),-0.16830065681072
metagenomeSeq,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),-0.380092804512433
monoclecount,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.593708820876114
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.865686549810861
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.797357505093561
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.773456631365177
logregLRT,GSE60749-GPL13112null,full-length,,6,2,log2(variance(CPM)),0.359676356768295
edgeRLRT,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),0.0415194894774374
NODES,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.791085137943494
DESeq2,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.418880301608554
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.51635026143499
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.0505321549431032
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.101521068217788
SeuratBimod,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.0210858192080569
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),0.133046941686215
SeuratTobit,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),0.0421602211256966
monoclecensus,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),0.223143822511848
monocle,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),0.0693399419254103
metagenomeSeq,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),0.546351895653771
monoclecount,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),0.325537634249452
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.432349683324447
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.366960135398893
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.425483906781642
logregLRT,GSE60749-GPL13112null,full-length,,6,2,CV(CPM),-0.454800200240487
NODES,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,-0.936316565481596
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,0.0510809248527204
SeuratBimod,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,-0.805457100550284
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,-0.0125570878524517
SeuratTobit,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,0.549286946430795
monoclecensus,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,-0.45481093416805
monocle,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,0.247694055003943
monoclecount,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,-0.0564633642483977
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,-0.342431260478755
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,-0.8569897319272
logregLRT,GSE60749-GPL13112null,full-length,,6,3,Fraction zeros,-0.335892048000668
NODES,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),1.03353005041253
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),0.23932715757274
SeuratBimod,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),1.14375620908027
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),-0.0602138122920204
SeuratTobit,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),-0.419562845501907
monoclecensus,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),0.764150407224003
monocle,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),-0.197702037415583
monoclecount,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),0.327296436769549
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),0.640243424319551
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),0.733263495396455
logregLRT,GSE60749-GPL13112null,full-length,,6,3,log2(average CPM),0.0980649647322353
NODES,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.993545667367666
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.357722095561137
SeuratBimod,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),1.44123283421695
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.0234836812457147
SeuratTobit,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),-0.404228840130774
monoclecensus,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),1.13915815497584
monocle,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),-0.17223517379029
monoclecount,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.55431317990974
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.757731266708219
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.800518278480947
logregLRT,GSE60749-GPL13112null,full-length,,6,3,log2(variance(CPM)),0.0407852858084731
NODES,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),-0.780616616401625
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),0.00622585398995494
SeuratBimod,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),0.101638444081699
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),0.132251730525027
SeuratTobit,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),0.198773811501091
monoclecensus,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),0.495476492485328
monocle,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),0.0789819897865626
monoclecount,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),0.316054586878916
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),-0.17547623430741
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),-0.321357804896337
logregLRT,GSE60749-GPL13112null,full-length,,6,3,CV(CPM),-0.355627923485062
edgeRLRT,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.151354400850801
DESeq2,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.494481921912575
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.456588098371966
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.151354400850801
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.0893917271088723
SeuratBimod,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.902728310301898
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.0738513670621018
SeuratTobit,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,0.363246019580805
monoclecensus,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.272933773149005
monocle,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,0.245813173280431
monoclecount,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.0630262944589785
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.510361680514334
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.807847524149924
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.456588098371966
logregLRT,GSE60749-GPL13112null,full-length,,6,4,Fraction zeros,-0.274162475484518
edgeRLRT,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.395131580021581
DESeq2,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.607700719127958
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.615461591301583
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.395131580021581
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.359228401763678
SeuratBimod,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),1.12108356797627
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),-0.0152060089125399
SeuratTobit,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),-0.297029859681164
monoclecensus,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.735009378545615
monocle,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),-0.199170286490575
monoclecount,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.315512025378352
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.602964924349417
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.736124758903776
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),0.615461591301583
logregLRT,GSE60749-GPL13112null,full-length,,6,4,log2(average CPM),-0.0169040746977751
edgeRLRT,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.565361361932265
DESeq2,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.727071550410733
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.743440748079539
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.565361361932265
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.487144167822294
SeuratBimod,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),1.38387975478245
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.0767692571110497
SeuratTobit,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),-0.277543775722262
monoclecensus,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.989361280531796
monocle,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),-0.176784626351236
monoclecount,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.547228677565894
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.740932017321729
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.831947619831565
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),0.743440748079539
logregLRT,GSE60749-GPL13112null,full-length,,6,4,log2(variance(CPM)),-0.0526391655305761
edgeRLRT,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.170733207783238
DESeq2,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),-0.0168149253525489
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.0223054768042284
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.170733207783238
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),-0.00489462063688004
SeuratBimod,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.186040721035332
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.127414228834157
SeuratTobit,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.133875254741525
monoclecensus,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.330007299075036
monocle,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.0710524631172431
monoclecount,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.329456680091848
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.03359380540286
zinbwaveDESeq2,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),-0.116767655997362
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),0.0223054768042284
logregLRT,GSE60749-GPL13112null,full-length,,6,4,CV(CPM),-0.217954638979325
edgeRLRT,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.0954066232197892
DESeq2,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.495273870866127
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.455641067021398
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.100116853943788
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.131581815057522
SeuratBimod,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.777557085127565
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.00567636791853499
SeuratTobit,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,0.797482797830226
monoclecensus,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.353136983047128
monocle,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,0.284554950526011
monoclecount,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.133179085957633
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.500976899133134
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.495273870866127
logregLRT,GSE60749-GPL13112null,full-length,,6,5,Fraction zeros,-0.393256476037716
edgeRLRT,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.410913053984857
DESeq2,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.629306117417396
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.576607098647592
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.416513768606398
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.352265102244015
SeuratBimod,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),1.16487422681775
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),-0.049607293302928
SeuratTobit,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),-0.633177476478671
monoclecensus,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.846126525716386
monocle,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),-0.230501683970333
monoclecount,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.384023123011761
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.660143219310937
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.629306117417396
logregLRT,GSE60749-GPL13112null,full-length,,6,5,log2(average CPM),0.243526456806443
edgeRLRT,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.58608329077875
DESeq2,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.796786053920613
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.752385095942447
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.587348591744116
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.471447217263955
SeuratBimod,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),1.43311531963295
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.0505098590738797
SeuratTobit,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),-0.585329269905356
monoclecensus,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),1.14449824322161
monocle,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),-0.204159867066386
monoclecount,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.602572853167873
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.80691846105145
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.796786053920613
logregLRT,GSE60749-GPL13112null,full-length,,6,5,log2(variance(CPM)),0.210932823141607
edgeRLRT,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),0.196935045646367
DESeq2,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),-0.266343518842304
DESeq2nofilt,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),-0.20720991049415
edgeRLRTdeconv,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),0.202781406558754
edgeRLRTrobust,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),-0.0633582287501761
SeuratBimod,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),0.0690795823946177
SeuratBimodnofilt,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),0.176072478309848
SeuratTobit,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),0.394269353951967
monoclecensus,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),0.295060632158467
monocle,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),0.103713948297137
monoclecount,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),0.235819746980742
DESeq2betapFALSE,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),-0.0785782140851068
DESeq2LRT,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),-0.266343518842304
logregLRT,GSE60749-GPL13112null,full-length,,6,5,CV(CPM),-0.365496290807221
edgeRLRT,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.176987497590903
edgeRQLF,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,0.513692965577661
DESeq2,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.688893530159167
DESeq2nofilt,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.586613613538053
SCDE,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,0.584630983232159
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.150302659148234
SeuratBimod,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.889361574608916
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.0697866324269599
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.391778788920637
monoclecensus,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,0.0247030350279803
monocle,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,0.419423067282571
monoclecount,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,0.482842716135747
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,0.546578407502378
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.513831334380741
DEsingle,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.642018639096215
zinbwaveedgeR,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.482028989004469
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.437001299237524
DESeq2LRT,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,-0.581115502047144
BPSC,GSE48968-GPL13112null,full-length,,48,1,Fraction zeros,0.36545255303086
edgeRLRT,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.381500690448033
edgeRQLF,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),-0.202095632632261
DESeq2,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.639891601782658
DESeq2nofilt,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.56024031745219
SCDE,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.326402479669648
edgeRLRTrobust,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.417862690632982
SeuratBimod,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),1.01851777175338
SeuratBimodnofilt,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.111841525153203
edgeRLRTcensus,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.758710536263562
monoclecensus,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.395391745200626
monocle,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),-0.151254519112856
monoclecount,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.0815355603778253
edgeRQLFDetRate,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),-0.215659185804274
DESeq2betapFALSE,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.596350412410771
DEsingle,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.510380618171315
zinbwaveedgeR,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.50266040982325
zinbwaveDESeq2,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.562609636396593
DESeq2LRT,GSE48968-GPL13112null,full-length,,48,1,log2(average CPM),0.357092389167646
